# k=1000 a=1 N=1100 h=0.0001 scheme=centered
# theta Re(fd) Im(fd) Re(exact) Im(exact) abs_error
0.15707963267948966 -928.45172772280046 -332.17600562405858 -929.96194981773658 -332.71960667382081 1.6050772184963122
0.47123889803846897 831.65860695178526 -316.45639224657958 832.7604826233985 -316.87430638993152 1.1784660482621967
0.78539816339744828 171.78833070851496 685.33201142578037 171.93318074528935 685.90302697916331 0.58910126070037983
1.0995574287564276 -453.9444881085343 8.9473905329084946 -454.100257626619 8.9550602931977217 0.1559582251349147
1.4137166941154069 122.66069355206909 -118.12498437205664 122.66068798214677 -118.13287673682481 0.0078923667336135081
1.727875959474386 -81.20437778548262 -120.85873659830381 -81.208434876354417 -120.86460526617253 0.0071345111181792906
2.0420352248333655 453.53461756384365 13.75993047091073 453.69048280933083 13.764669583521851 0.1559372756563325
2.3561944901923448 -173.7225443453172 684.82659094973053 -173.86739813518309 685.39761284296537 0.58910832874100139
2.6703537555513241 -831.20734094322404 -317.62922640437671 -832.30817608041366 -318.04988849230926 1.1784712943025237
2.9845130209103035 928.7933603843419 -331.2145686571294 930.3051877805118 -331.75369746688466 1.6050800445205204
